Unnamed: 0,VIN,Price,Year,Make,Model.Group,Model.Detail,Body.Style,Color,Damage.Description,Odometer,Est..Retail.Value,Repair.cost,Engine,Drive,Cylinders,Sale.Status,ImportPrice
729,4T1BF1FK2HU689285,4800,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Front,29802,24961,0,2.5,F,4,Approval,6452
730,4T1BF1FK5HU814120,5800,2017,TOYOTA,CAMRY,Camry LE,SEDAN 4D,GRAY,Side,47098,14326,6593,2.5,F,4,Minimum,4002
731,3VW267AJ4GM302550,1950,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,GRAY,Front,27136,11621,0,1.4,F,4,Minimum,4521
732,WVGBV7AX3GW516712,3650,2016,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLUE,Side,75192,14304,15874,2.0,All,4,Pure,2520
733,3VWD67AJ4GM316554,2750,2016,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,BLACK,Front,50444,12675,0,1.4,F,4,Minimum,3404
734,3VWD67AJ8GM244418,4050,2016,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,GRAY,Minor,81471,16800,0,1.4,F,4,Minimum,2936
735,WVGBV7AX8GW594306,4450,2016,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLUE,Rear,39350,14336,13212,2.0,All,4,Minimum,3612
736,3VW267AJ9GM311356,2950,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,SILVER,Rear,16422,12090,3875,1.4,F,4,Pure,3820
737,3VWL07AJ5GM336051,3750,2016,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Front,15725,16016,13332,1.8,F,4,Minimum,3040
738,3VWD17AJ0GM348433,2100,2016,VOLKSWAGEN,JETTA,JETTA SPOR,SEDAN 4D,WHITE,Front,96339,10136,6082,1.8,F,4,Pure,3456
739,1VWAS7A36GC024955,3850,2016,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,BLUE,Rear,30293,12737,11076,1.8,F,4,Approval,2598
740,1VWBT7A34GC020193,5800,2016,VOLKSWAGEN,PASSAT,PASSAT SE,SEDAN 4D,GRAY,Front,28074,15723,8368,1.8,F,4,Minimum,3508
741,3VW267AJ1GM386990,1350,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,GRAY,Front,62408,9789,10953,1.4,F,4,Minimum,4521
742,3VW267AJXGM208494,1950,2016,VOLKSWAGEN,JETTA,JETTA S,SEDAN 4D,WHITE,Front,31115,11173,10014,1.4,F,4,Pure,2208
743,WVGAV7AX4GW583704,9200,2016,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLACK,Under,16477,16036,6054,2.0,F,4,Minimum,2520
744,WVGJV7AX7GW080118,4750,2016,VOLKSWAGEN,TIGUAN COM,TIGUAN COM,4DR SPOR,BEIGE,Rear,62838,19608,20330,2.0,All,4,Approval,6289
745,WVGSV7AX4HK019712,6900,2017,VOLKSWAGEN,TIGUAN WOL,TIGUAN WOL,4DR SPOR,WHITE,Front,46219,16507,11856,2.0,All,4,Minimum,3975
746,WVGBV7AX8HK021009,4750,2017,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,WHITE,Side,36874,14948,13905,2.0,All,4,Pure,5093
747,3VWL17AJ8HM297258,3900,2017,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Front,46333,13386,9291,1.8,F,4,Pure,3975
748,3VWL17AJ2HM364002,4250,2017,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Wear,25114,15727,12907,1.8,F,4,Pure,3533
749,WVGBV7AX0HK019643,5600,2017,VOLKSWAGEN,TIGUAN S,TIGUAN S,4DR SPOR,BLACK,Front,35078,15586,12393,2.0,All,4,Pure,3716
