VIN,Price,Year,Make,Model Group,Model Detail,Body Style,Color,Damage Description,Odometer,Est. Retail Value,Repair cost,Engine,Drive,Cylinders,Sale Status
1N4AL2AP8BC136581,1750,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,BLUE,Rear,121561,5943,4892,2.5,F,4,Pure
4T1BF3EK3BU659278,1550,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,RED,Front,144006,6911,7225,2.5,F,4,Minimum
4T4BF3EK6BR088908,2700,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GOLD,Front,69385,9861,5912,2.5,F,4,Minimum
5UXWX5C50BL711871,5100,2011,BMW,X3,X3 XDRIVE2,4DR SPOR,BLACK,Side,116089,10574,9197,3.0,All,6,Pure
2T3BF4DV3BW109748,4550,2011,TOYOTA,RAV4,RAV4,4DR SPOR,BLUE,Front,197064,7783,5559,2.5,All,4,Pure
4T4BF3EK5BR171889,2600,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,RED,Front,151919,6594,0,2.5,F,4,Pure
1N4AL2AP5BN453299,1150,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,GRAY,Front,111189,6444,5660,2.5,F,4,Pure
1N4AA5AP2BC829430,1100,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BURGUNDY,Front,132512,5611,4272,3.5,F,6,Minimum
1N4AA5AP9BC863395,1900,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,WHITE,Front,141776,9117,5642,3.5,F,6,Minimum
WBAPH5C59BA446685,2350,2011,BMW,3 SERIES,328 I SULE,SEDAN 4D,BLUE,Side,103039,5354,0,3.0,R,6,Pure
4T1BF3EK2BU192029,3000,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLACK,Front,178445,8034,0,2.5,F,4,Minimum
5FNYF3H69BB017900,2850,2011,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,RED,Front,162664,8119,0,3.5,F,6,Minimum
JN8AZ1MU7BW062710,3100,2011,NISSAN,MURANO S,MURANO S,4DR SPOR,SILVER,Front,60985,11795,7388,3.5,F,6,Minimum
2T1BU4EEXBC590225,1900,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,WHITE,Rear,80623,6799,0,1.8,F,4,Pure
4T1BF3EK2BU179040,2200,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,SILVER,Front,61084,9970,7235,2.5,F,4,Minimum
5TDBK3EH1BS053633,5300,2011,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,WHITE,Side,166852,9672,11095,3.5,All,6,Pure
1HGCP2F86BA096183,1800,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BLACK,Side,100045,8529,6096,2.4,F,4,Pure
5J6RE3H54BL022735,3250,2011,HONDA,CR-V EX,CR-V EX,4DR SPOR,SILVER,Side,121870,11261,11261,2.4,F,4,Minimum
1N4AL2APXBN401215,1550,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Rear,111836,7761,0,2.5,F,4,Pure
1HGCS2B82BA004555,2100,2011,HONDA,ACCORD EXL,ACCORD EXL,COUPE,BLACK,Front,91567,10678,6509,3.5,F,6,Minimum
4T4BF3EK3BR197181,4150,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,CHARCOAL,Front,19317,10878,9267,2.5,F,4,Minimum
5TDZK3EH2BS043353,3650,2011,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,BLUE,Front,79040,15512,0,3.5,F,6,Pure
4T1BF3EK7BU127208,1150,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,RED,Side,181890,6641,5614,2.5,F,4,Minimum
WDDHF5GB9BA361588,8500,2011,MERCEDES-BENZ,E 350,E 350,SEDAN 4D,WHITE,Side,76798,16793,14170,3.5,R,6,Pure
1N4AL2AP0BN417794,1650,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,BURGUNDY,Rear,104363,5917,5107,2.5,F,4,Minimum
4T1BF3EK0BU595572,1500,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GREEN,Rear,73685,9212,7672,2.5,F,4,Minimum
1N4AA5AP1BC820279,1600,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Front,164418,5909,4287,3.5,F,6,Pure
5UXZV4C50BL401376,4050,2011,BMW,X5 XDRIVE3,X5 XDRIVE3,4DR SPOR,GOLD,ALL OVER,124121,13911,16242,3.0,All,6,Pure
1HGCP2F32BA153242,1600,2011,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,SILVER,Front,228134,5194,4242,2.4,F,4,Minimum
1HGCP2F32BA128874,1150,2011,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,BURGUNDY,Front,113875,7568,8511,2.4,F,4,Pure
4JGBB8GB8BA705095,7200,2011,MERCEDES-BENZ,ML 350 4MA,ML 350 4MA,4DR SPOR,BLACK,Front,94415,14856,11550,3.5,All,6,Minimum
2HNYD2H67BH520393,5900,2011,ACURA,MDX,MDX TECHNO,4DR SPOR,BLACK,Front,106641,14581,9203,3.7,All,6,Minimum
1N4AA5AP4BC842664,425,2011,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLUE,Front,148025,5624,7556,3.5,F,6,Minimum
5FNRL5H68BB102333,3250,2011,HONDA,ODYSSEY EX,ODYSSEY EX,SPORTS V,BLACK,Side,130197,15733,0,3.5,F,6,Pure
2T1BU4EE5BC649827,3350,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,SILVER,Front,112412,6986,7085,1.8,F,4,Pure
3N1AB6AP0BL709226,825,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,BLACK,Front,74278,6552,4898,2.0,F,4,Minimum
1HGCS1B76BA002891,900,2011,HONDA,ACCORD EX,ACCORD EX,COUPE,RED,Front,114675,6913,7088,2.4,F,4,Pure
5TDKK3DC5BS131398,4550,2011,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,BURGUNDY,Rear,88631,12187,5841,3.5,F,6,Minimum
4T4BF3EK2BR144147,1450,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,ALL OVER,123828,8109,0,2.5,F,4,Pure
1HGCP2F81BA090095,2250,2011,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,GRAY,Front,115835,9087,7431,2.4,F,4,Pure
5FNYF4H97BB005213,4950,2011,HONDA,PILOT TOUR,PILOT TOUR,4DR SPOR,BLACK,ALL OVER,107541,13681,10042,3.5,All,6,Minimum
19XFA1F57BE040148,1300,2011,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,BLUE,ALL OVER,107694,6915,0,1.8,F,4,Pure
2T3BF4DV0BW160947,2450,2011,TOYOTA,RAV4,RAV4,4DR SPOR,RED,ALL OVER,157735,4800,10698,2.5,All,4,Pure
5J6RE4H47BL013735,2900,2011,HONDA,CR-V SE,CR-V SE,4DR SPOR,GRAY,Front,129091,8627,0,2.4,All,4,Minimum
1N4AL2AP1BN446320,625,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,BLACK,Front,103312,9042,5398,2.5,F,4,Minimum
JN8AS5MV5BW282710,1050,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,BLACK,Front,118339,7163,8075,2.5,All,4,Minimum
2T1BU4EE2BC572978,2800,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,SILVER,ALL OVER,161683,4794,0,1.8,F,4,Minimum
1YVHZ8BHXB5M20603,900,2011,MAZDA,6,6 I,SEDAN 4D,BLACK,Front,99373,6595,5480,2.5,F,4,Minimum
WDDGF8BB0BR166341,1600,2011,MERCEDES-BENZ,C CLASS,C 300 4MAT,SEDAN 4D,BLACK,Front,139914,9328,10446,3.0,All,6,Minimum
WBADW7C58BE727938,3000,2011,BMW,3 SERIES,328 I SULE,CONVERTI,WHITE,Front,71014,14835,10904,3.0,R,6,Minimum
1N4AL2AP2BN439330,1100,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Front,89249,7290,0,2.5,F,4,Pure
5J6RE3H33BL026340,3550,2011,HONDA,CR-V LX,CR-V LX,4DR SPOR,GRAY,Front,129995,9380,0,2.4,F,4,Pure
2T2ZK1BA6BC043808,5500,2011,LEXUS,RX 350,RX 350,4DR SPOR,RED,Front,100837,16265,14883,3.5,F,6,Minimum
WDDNG7BB2BA363248,6000,2011,MERCEDES-BENZ,S CLASS,S 550,SEDAN 4D,BLACK,Rear,138213,22415,0,5.5,R,8,Minimum
JN8AS5MTXBW176638,1800,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,RED,Front,109010,7013,9409,2.5,F,4,Minimum
3N1AB6AP8BL622660,1500,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,SILVER,Rear,143133,5296,0,2.0,4x4,4,Pure
3N1AB6AP7BL695518,1150,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,BLACK,Rear,94333,5167,9100,2.0,F,4,Pure
1N4AL2APXBN450267,2150,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Rear,67960,8726,10836,2.5,F,4,Minimum
5TDKK3DC9BS016609,3650,2011,TOYOTA,SIENNA LE,SIENNA LE,SPORTS V,BROWN,Rear,162036,9092,7230,3.5,F,6,Pure
4JGBB5GB7BA727068,3900,2011,MERCEDES-BENZ,ML 350,ML 350,4DR SPOR,CHARCOAL,Front,123098,11371,10529,3.5,R,6,Minimum
WBAPH7C52BE852828,1500,2011,BMW,328 I,328 I,SEDAN 4D,WHITE,Front,67659,8424,8185,3.0,R,6,Pure
4T1BF3EK1BU616395,2200,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Minor,192745,4890,5796,2.5,F,4,Pure
WBAKB4C57BC574532,3700,2011,BMW,740 LI,740 LI,SEDAN 4D,CHARCOAL,Front,71161,17220,18637,3.0,R,6,Minimum
19XFA1F68BE037378,2350,2011,HONDA,CIVIC LX-S,CIVIC LX-S,SEDAN 4D,GRAY,Front,64348,5199,4905,1.8,F,4,Pure
JM1BL1VF1B1428482,175,2011,MAZDA,3,3 I,SEDAN 4D,GRAY,Side,150017,5006,5438,2.0,F,4,Minimum
JHLRE4H5XBC030658,1900,2011,HONDA,CR-V EX,CR-V EX,4DR SPOR,SILVER,Front,126561,10125,8158,2.4,All,4,Minimum
JHLRE3H50BC014592,2400,2011,HONDA,CR-V EX,CR-V EX,4DR SPOR,GREEN,Front,103771,10741,12543,2.4,F,4,Minimum
3N1AB6AP6BL630952,1600,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,BLACK,Front,57023,6370,7916,2.0,F,4,Pure
2T3BF4DV0BW170068,4150,2011,TOYOTA,RAV4,RAV4,4DR SPOR,SILVER,Rear,71499,11350,9864,2.5,All,4,Minimum
JN8AE2KP0B9001440,1750,2011,NISSAN,QUEST S,QUEST S,SPORTS V,GRAY,Front,86237,9527,15802,3.5,F,6,Minimum
2T3BF4DV6BW140010,3100,2011,TOYOTA,RAV4,RAV4,4DR SPOR,BLUE,Front,117316,8899,6534,2.5,All,4,Pure
5J6RE4H47BL037923,2000,2011,HONDA,CR-V SE,CR-V SE,4DR SPOR,BLUE,Front,108407,10317,8544,2.4,All,4,Pure
WBAFR9C50BC599332,3950,2011,BMW,550 I,550 I,SEDAN 4D,SILVER,Front,90153,14648,12867,4.4,R,8,Minimum
JM1BL1VG1B1421704,825,2011,MAZDA,3,3 I,SEDAN 4D,BLACK,Front,114908,5473,3983,2.0,F,4,Minimum
4T1BF3EK8BU711780,3150,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Rear,110628,8273,0,2.5,F,4,Pure
1HGCS1B87BA005629,425,2011,HONDA,ACCORD EXL,ACCORD EXL,COUPE,SILVER,ALL OVER,123126,7279,9327,2.4,F,4,Pure
JN8AS5MT5BW150206,1050,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,WHITE,Front,90218,6291,6971,2.5,F,4,Pure
5N1AR1NBXBC604226,2250,2011,NISSAN,PATHFINDER,PATHFINDER,4DR SPOR,WHITE,Front,157242,9047,6851,4.0,4x4,6,Minimum
4T1BF3EK0BU752047,2750,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLACK,Front,152764,5629,5780,2.5,F,4,Pure
JTMWF4DVXB5037231,3050,2011,TOYOTA,RAV4 SPORT,RAV4 SPORT,4DR SPOR,SILVER,Front,106216,12007,9261,2.5,F,4,Minimum
3N1AB6AP0BL651599,925,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,BLACK,Rear,74800,7571,7571,2.0,F,4,Minimum
3N1AB6AP3BL654271,600,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,SILVER,Front,139195,5982,10170,2.0,F,4,Pure
WDDGF8BB9BR148968,1850,2011,MERCEDES-BENZ,C CLASS,C 300 4MAT,SEDAN 4D,WHITE,Front,161102,9975,5894,3.0,All,6,Minimum
4T1BK3EK6BU613830,2200,2011,TOYOTA,CAMRY,Camry SE,SEDAN 4D,GRAY,Rear,185984,7500,6286,3.5,F,6,Pure
JM1BL1VG4B1381893,625,2011,MAZDA,3,3 I,SEDAN 4D,BLUE,Front,144086,4849,4218,2.0,F,4,Pure
2T1BU4EE2BC540497,2800,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,SILVER,Front,13813,9700,7508,1.8,F,4,Pure
3VWLZ7AJ4BM394604,1400,2011,VOLKSWAGEN,JETTA,JETTA SEL,SEDAN 4D,BLACK,Front,130088,5975,5595,2.5,F,5,Pure
2T3DF4DV2BW155516,3800,2011,TOYOTA,RAV4 LIMIT,RAV4 LIMIT,4DR SPOR,GRAY,Front,127101,9658,0,2.5,All,4,Minimum
1N4AL2AP7BC143103,0,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,GOLD,Mechanical,139374,7375,0,2.5,F,4,Minimum
3N1AB6AP5BL682279,225,2011,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,WHITE,ALL OVER,167678,7043,0,2.0,F,4,Minimum
JM1BL1VF9B1482421,625,2011,MAZDA,3,3 I,SEDAN 4D,GRAY,Side,79574,11150,9484,2.0,F,4,Minimum
WBAFR7C5XBC266060,5000,2011,BMW,535 I,535 I,SEDAN 4D,GREEN,Front,116826,16022,0,3.0,R,6,Minimum
JN8AS5MV5BW289219,1700,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,BLACK,Rear,111985,13188,0,2.5,All,4,Minimum
JN8AS5MV8BW261110,1350,2011,NISSAN,ROGUE S,ROGUE S,4DR SPOR,BLACK,Front,181755,11200,0,2.5,All,4,Minimum
5J8TB1H56BA802841,550,2011,ACURA,RDX TECHNO,RDX TECHNO,4DR SPOR,BLACK,Front,168308,12936,17342,2.3,All,4,Approval
1N4AL2AP7BC139987,700,2011,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,SILVER,Rear,108040,7400,11858,2.5,F,4,Minimum
2HGFA1F47BH100345,400,2011,HONDA,CIVIC,CIVIC DX-G,SEDAN 4D,BLACK,Front,250585,5911,5497,1.8,F,4,Pure
5N1AR1NB5BC614503,2300,2011,NISSAN,PATHFINDER,PATHFINDER,4DR SPOR,GRAY,Front,168653,8962,13581,4.0,4x4,6,Pure
2T3BF4DV6BW145109,3250,2011,TOYOTA,RAV4,RAV4,4DR SPOR,BLACK,Front,155614,10152,8772,2.5,All,4,Pure
2T1BU4EE9BC632111,1250,2011,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,BLACK,Side,93278,8305,10063,1.8,F,4,Pure
WBAPK5C56BA995794,3000,2011,BMW,3 SERIES,328 XI SUL,SEDAN 4D,BLUE,Front,82197,11541,6704,3.0,All,6,Minimum
WDDKJ5GB3BF068275,6700,2011,MERCEDES-BENZ,E 350,E 350,COUPE,WHITE,DAMAGE HISTORY,141313,14273,0,3.5,R,6,Minimum
5UXZV8C5XBL421027,7400,2011,BMW,X5 XDRIVE5,X5 XDRIVE5,4DR SPOR,BLACK,Minor,74650,13200,0,4.4,All,8,Minimum
4T1BF3EKXBU725518,1850,2011,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,RED,Rear,158937,9431,0,2.5,F,4,Minimum
WBSKG9C56BE646058,9200,2011,BMW,M3,M3,COUPE,BLUE,Front,71360,25731,0,4.0,R,8,Approval
19XFB2F51CE347884,1400,2012,HONDA,CIVIC LX,CIVIC LX,SEDAN 4D,BLACK,ALL OVER,139601,5781,0,1.8,F,4,Pure
1YVHZ8DH8C5M32523,1250,2012,MAZDA,6,6 I,SEDAN 4D,BLACK,Vandalism,140737,7694,7694,2.5,F,4,Pure
1N4AL2AP4CC137440,1250,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Rear,79824,8761,0,2.5,F,4,Pure
1N4AL2AP4CN406198,1100,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,CHARCOAL,Front,85437,8879,7289,2.5,F,4,Pure
JTDBT4K37CL016455,1800,2012,TOYOTA,YARIS,YARIS,SEDAN 4D,SILVER,Side,153598,5952,4979,1.5,F,4,Pure
2HGFG3B8XCH522517,2400,2012,HONDA,CIVIC,CIVIC EX,COUPE,BLUE,Rear,84020,10251,0,1.8,F,4,Pure
JH4CU2F4XCC017266,1250,2012,ACURA,TSX,TSX,SEDAN 4D,WHITE,Front,107802,11325,11475,2.4,F,4,Minimum
1HGCP2F85CA144046,1750,2012,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,BLACK,Front,141153,9258,6225,2.4,F,4,Minimum
WDDGF4HB6CA718487,3900,2012,MERCEDES-BENZ,C 250,C 250,SEDAN 4D,SILVER,Front,111074,14575,0,1.8,R,4,Minimum
2HGFG3B51CH516160,1250,2012,HONDA,CIVIC LX,CIVIC LX,COUPE,GRAY,Rear,113665,8403,8337,1.8,F,4,Pure
5FNYF3H98CB010822,5400,2012,HONDA,PILOT TOUR,PILOT TOUR,4DR SPOR,WHITE,Rear,99976,17315,6997,3.5,F,6,Minimum
JN8AS5MT8CW608936,2750,2012,NISSAN,ROGUE S,ROGUE S,4DR SPOR,GRAY,Front,54248,11605,9286,2.5,F,4,Minimum
5FNRL5H65CB145920,4300,2012,HONDA,ODYSSEY EX,ODYSSEY EX,SPORTS V,GRAY,Front,39854,18290,0,3.5,F,6,Pure
JN8AZ1MU7CW112443,2650,2012,NISSAN,MURANO S,MURANO S,4DR SPOR,WHITE,Front,101350,13818,10552,3.5,F,6,Minimum
JN8AS5MT6CW276771,2600,2012,NISSAN,ROGUE S,ROGUE S,4DR SPOR,TAN,Rear,89723,9040,0,2.5,F,4,Pure
3N1AB6AP1CL708362,900,2012,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,SILVER,Front,160082,5232,4054,2.0,F,4,Minimum
4T1BF1FK9CU585353,3350,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Front,247015,8146,0,2.5,F,4,Pure
2HGFB2F66CH332070,1500,2012,HONDA,CIVIC,CIVIC HF,SEDAN 4D,CHARCOAL,Rear,162711,6641,10000,1.8,F,4,Minimum
JN8AS5MT4CW609727,2050,2012,NISSAN,ROGUE S,ROGUE S,4DR SPOR,CHARCOAL,Front,88746,8168,8168,2.5,F,4,Minimum
5J6RM3H56CL044417,4100,2012,HONDA,CR-V EX,CR-V EX,4DR SPOR,WHITE,Front,156054,11334,0,2.4,F,4,Minimum
JTLZE4FEXCJ000528,1700,2012,TOYOTA,SCION,SCION XB,4DR SPOR,WHITE,Front,103764,8056,8301,2.4,F,4,Minimum
5YFBU4EE9CP049622,2650,2012,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,SILVER,Rear,131347,7179,17921,1.8,F,4,Minimum
JN8AF5MRXCT110280,2150,2012,NISSAN,JUKE S,JUKE S,4DR SPOR,BLACK,Front,91681,9566,7153,1.6,F,4,Pure
5FNYF3H52CB013566,3500,2012,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,BLACK,Rear,85981,15795,0,3.5,F,6,Approval
JM1BL1UF0C1527507,825,2012,MAZDA,3,3 I,SEDAN 4D,BLUE,Front,79310,7918,0,2.0,F,4,Pure
JTLZE4FEXCJ000948,1500,2012,TOYOTA,SCION,SCION XB,4DR SPOR,PURPLE,Front,163298,7538,6105,2.4,F,4,Minimum
JN8AS5MT3CW297741,3550,2012,NISSAN,ROGUE S,ROGUE S,4DR SPOR,SILVER,Front,81066,9332,4756,2.5,F,4,Minimum
1N6BD0CT8CC443239,3050,2012,NISSAN,FRONTIER S,FRONTIER S,4DR EXT,WHITE,Front,103560,10581,0,2.5,R,4,Pure
1VWAP7A31CC014412,1850,2012,VOLKSWAGEN,PASSAT,PASSAT S,SEDAN 4D,GRAY,Side,86377,6773,0,2.5,F,5,Pure
4T1BF1FK5CU159028,4550,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLUE,Side,125876,8583,0,2.5,F,4,Pure
1HGCP2F36CA116325,1500,2012,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,GRAY,Rear,236306,5846,5949,2.4,F,4,Minimum
4T4BF1FK4CR179468,2400,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Rear,126905,9829,8085,2.5,F,4,Minimum
2HGFG3B53CH564372,1350,2012,HONDA,CIVIC LX,CIVIC LX,COUPE,WHITE,Rear,89935,8673,0,1.8,F,4,Approval
4T1BF1FK9CU515383,3400,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,WHITE,Front,81973,10674,5809,2.5,F,4,Minimum
JM1BL1W98C1678229,1350,2012,MAZDA,3 S,3 S,SEDAN 4D,BLACK,Rear,103447,10411,11000,2.5,F,4,Pure
WDCGG5GB6CF753705,2800,2012,MERCEDES-BENZ,GLK 350,GLK 350,4DR SPOR,WHITE,Front,70893,13974,1410,3.5,R,6,Pure
1N4AL2AP8CN520561,1700,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Under,95501,6628,6470,2.5,F,4,Pure
5TDZK3EH1CS081853,9000,2012,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,BURGUNDY,Front,88204,22562,0,3.5,F,6,Minimum
4JGDA7EB0CA079603,15600,2012,MERCEDES-BENZ,ML 63 AMG,ML 63 AMG,4DR SPOR,BLACK,Front,58645,34065,41422,5.5,All,8,Minimum
WDDKJ5KB2CF179053,6100,2012,MERCEDES-BENZ,E 350,E 350,COUPE,BLACK,Front,64534,18396,12457,3.5,R,6,Minimum
WBALX3C55CDV77828,7900,2012,BMW,6 SERIES,650 I,COUPE,GOLD,Front,65520,21409,0,4.4,R,8,Minimum
WAURVAFD3CN034687,10900,2012,AUDI,A8,A8 L QUATT,SEDAN 4D,GRAY,Rear,65874,27604,21844,4.2,All,8,Minimum
WP1AA2A27CLA01337,7800,2012,PORSCHE,CAYENNE,CAYENNE,4DR SPOR,SILVER,Front,105885,33156,13655,3.6,All,6,Minimum
2HGFG3B58CH543680,2300,2012,HONDA,CIVIC LX,CIVIC LX,COUPE,WHITE,Side,85394,8533,7327,1.8,F,4,Minimum
1N4AL2AP7CN532572,1300,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Side,127759,5081,5753,2.5,F,4,Minimum
4T1BF1FK9CU051785,3550,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,SILVER,Front,232222,5256,4000,2.5,F,4,Minimum
4T1BF1FK5CU105373,4000,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,GRAY,Front,51956,11668,9525,2.5,F,4,Pure
5YFBU4EE4CP006712,2600,2012,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,BLACK,Rear,130085,5427,5042,1.8,F,4,Pure
1N4AL2AP6CN405831,1600,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,TAN,Rear,58609,8250,6747,2.5,F,4,Minimum
1HGCS1B88CA014583,1800,2012,HONDA,ACCORD EXL,ACCORD EXL,COUPE,CHARCOAL,Rear,44805,12578,11881,2.4,F,4,Minimum
JHLRM4H77CC028971,6000,2012,HONDA,CR-V EXL,CR-V EXL,4DR SPOR,BLACK,Rear,82102,13455,12217,2.4,All,4,Pure
1N4AA5AP2CC813407,3050,2012,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,BLACK,Front,96195,8106,5834,3.5,F,6,Pure
3N1AB6AP5CL668366,1250,2012,NISSAN,SENTRA,SENTRA 2.0,SEDAN 4D,SILVER,Front,140802,4061,3487,2.0,F,4,Pure
1HGCP2F87CA038794,1900,2012,HONDA,ACCORD EXL,ACCORD EXL,SEDAN 4D,SILVER,Front,169409,8037,6650,2.4,F,4,Minimum
WDDGF4HB4CR205918,3500,2012,MERCEDES-BENZ,C 250,C 250,SEDAN 4D,BLACK,Rear,130041,8253,6027,1.8,R,4,Pure
1N4AL2AP6CC148505,2050,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,BLACK,Side,109080,6268,5644,2.5,F,4,Pure
1N4AL2AP7CC170108,1650,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Side,71780,6672,8447,2.5,F,4,Approval
1N4AA5AP6CC867602,1850,2012,NISSAN,MAXIMA S,MAXIMA S,SEDAN 4D,WHITE,Rear,149797,9107,7145,3.5,F,6,Minimum
4T1BF1FK3CU613650,4400,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,SILVER,Side,108461,10143,8589,2.5,F,4,Minimum
1HGCP2F30CA226948,2750,2012,HONDA,ACCORD LX,ACCORD LX,SEDAN 4D,GRAY,Front,67126,8850,10040,2.4,F,4,Pure
4T4BF1FK0CR208867,2600,2012,TOYOTA,CAMRY BASE,Camry BASE,SEDAN 4D,BLACK,Front,95425,8557,7836,2.5,F,4,Pure
JTHBF5C2XC5178246,4750,2012,LEXUS,IS 250,IS 250,SEDAN 4D,WHITE,Front,108873,8948,6443,2.5,R,6,Minimum
5YFBU4EEXCP009825,2800,2012,TOYOTA,COROLLA BA,COROLLA BA,SEDAN 4D,PURPLE,Rear,105762,7355,4371,1.8,F,4,Minimum
JHMFB2F88CS003846,1300,2012,HONDA,CIVIC,CIVIC EX,SEDAN 4D,SILVER,Front,92659,8787,8188,1.8,F,4,Minimum
3VWDP7AJ8CM465959,1750,2012,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,BLACK,Front,105229,5632,4561,2.5,F,5,Approval
5TDYK3EHXCS079241,6600,2012,TOYOTA,HIGHLANDER,HIGHLANDER,4DR SPOR,WHITE,Front,85682,16987,13139,3.5,F,6,Minimum
5FNYF3H50CB007393,5700,2012,HONDA,PILOT EXL,PILOT EXL,4DR SPOR,BROWN,Front,76075,16050,0,3.5,F,6,Minimum
5UXZV4C56CL753413,8300,2012,BMW,X5 XDRIVE3,X5 XDRIVE3,4DR SPOR,WHITE,Rear,104391,13765,0,3.0,All,6,Minimum
3VWDP7AJ4CM363932,2150,2012,VOLKSWAGEN,JETTA,JETTA SE,SEDAN 4D,SILVER,Front,132845,7225,1650,2.5,F,5,Minimum
1N4AL2APXCN545753,600,2012,NISSAN,ALTIMA,ALTIMA BAS,SEDAN 4D,WHITE,Rear,120556,5953,7179,2.5,F,4,Pure
19XFB2F8XCE064782,1450,2012,HONDA,CIVIC,CIVIC EX,SEDAN 4D,WHITE,Front,163461,5603,5947,1.8,F,4,Pure
